onet_code,job_title,skills
49-3023.00,Automotive Service Technicians and Mechanics,"[""Active Learning"", ""Active Listening"", ""Alliance Automotive Shop Controller"", ""Amcom AUTOS2000"", ""Apple Safari"", ""AutoZone ALLDATA"", ""Blue Streak Electronics Buell Diagnostic"", ""CODA Engine Analysis System"", ""Complex Problem Solving"", ""Computer aided manufacturing CAM software"", ""Coordination"", ""Critical Thinking"", ""Database software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Estimating software"", ""Genisys Fast Fixes"", ""Hunter WinAlign"", ""IBM Notes"", ""Installation"", ""Instructing"", ""Internet browser software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Mainsaver Asset Management"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Edge"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Windows"", ""Microsoft Word"", ""Mitchell Manager Invoicing System"", ""Mitchell OnDemand5 Manager"", ""Monitoring"", ""Mozilla Firefox"", ""Negotiation"", ""Nexiq Tech HDS Suite for Palm"", ""Online service manual database software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Recordkeeping software"", ""Repairing"", ""SAP software"", ""SPX/OTC Genisys ConnecTech PC"", ""Scheduling software"", ""Science"", ""Scott Systems MaxxTraxx Pro"", ""Service Orientation"", ""Snap-On ShopKey"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technical manual database software"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Vehicle management software"", ""Work order management software"", ""Writing"", ""YouTube""]"
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Computer aided manufacturing CAM software"", ""Computerized maintenance management system software CMMS"", ""Coordination"", ""Critical Thinking"", ""Cummins INSITE"", ""Dassault Systemes CATIA"", ""Dassault Systemes SolidWorks"", ""Database software"", ""Engine diagnostic software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Fleet management software"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Scheduling software"", ""Science"", ""Service Orientation"", ""Shop management software"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Word processing software"", ""Writing""]"
49-3041.00,Farm Equipment Mechanics and Service Technicians,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computerized maintenance management system CMMS"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""FarmLogic FarmPAD"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""ServiceMax"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Database software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Fleet management software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Maintenance management software"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Project management software"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Recordkeeping software"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Word processing software"", ""Writing""]"
49-3043.00,Rail Car Repairers,"[""Active Learning"", ""Active Listening"", ""Adobe Acrobat"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Disassembler software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Internet Explorer"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Mozilla Firefox"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""RailTech Software Solutions Rail 21 Management System"", ""RailTech Software Systems Mars for the 21st Century"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""WheelShop Automation.com Wheel Shop Management Suite"", ""Writing""]"
49-3051.00,Motorboat Mechanics and Service Technicians,"[""Active Learning"", ""Active Listening"", ""CDI Electronics M.E.D.S."", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Engine diagnostic scanners"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Outboard engine diagnostic software"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Rinda Technologies DIACOM Marine"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-3052.00,Motorcycle Mechanics,"[""AbbottSoft QuickFix"", ""Active Learning"", ""Active Listening"", ""Apple iOS"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""DealerTrax ShopOrder"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""LightSpeed Cloud"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Santa Maria Software Counterman Pro"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""TRACKUM Repair Manager"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Ideal Computer Systems Ideal OPE"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Land & Sea DYNO-MAX"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""RepairTRAX"", ""Repairing"", ""Sale processing software"", ""Science"", ""Service Orientation"", ""Smart Equipment Repair"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""VersaDyne small engine test system"", ""Web browser software"", ""Writing""]"
49-3091.00,Bicycle Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Inventory management software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""LightSpeed Cloud"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Pedal Powered Software Bicycle Repair Man"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""RepairTRAX"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Upland Consulting Group Repair Traq"", ""Web browser software"", ""Writing""]"
49-3092.00,Recreational Vehicle Service Technicians,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""RV Damage Repair Estimator"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Summit Ordering Systems RvInvoiceWriter"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Topline Software Solutions Topline Service Manager"", ""Troubleshooting"", ""Writing""]"
49-3093.00,Tire Repairers and Changers,"[""Accounting software"", ""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Project estimation software"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Recordkeeping software"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-9011.00,Mechanical Door Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Route mapping software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Work order software"", ""Writing""]"
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Emerson FIRSTVUE Value Sizing"", ""Equipment Maintenance"", ""Equipment Selection"", ""Graphical user interface GUI design software"", ""IBM Maximo Asset Management"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Ladder Logic"", ""Learning Strategies"", ""Maintenance record software"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft SharePoint"", ""Microsoft Visio"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle Primavera Enterprise Project Portfolio Management"", ""Persuasion"", ""Programmable logic controller PLC software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Structured query language SQL"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Wonderware software"", ""Word processing software"", ""Writing""]"
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","[""Active Learning"", ""Active Listening"", ""Adobe Acrobat"", ""Alerton Ascent Compass"", ""Atlas Construction Business Forms"", ""Autodesk AutoCAD"", ""Building automation software"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Computerized maintenance management system CMMS"", ""Contact management systems"", ""Coordination"", ""Critical Thinking"", ""Cworks CMMS"", ""Data logging software"", ""Database software"", ""Delta Controls inteliWEB"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facility energy management software"", ""Graphics software"", ""HVAC tools software"", ""Honeywell WEBs-N4"", ""IBM Maximo Asset Management"", ""IBM Notes"", ""Installation"", ""Instructing"", ""Internet browser software"", ""Johnson Controls Metasys"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""ManagerPlus"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Exchange"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Siemens APOGEE Building Automation Software"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-9031.00,Home Appliance Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Intac International Wintac"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Parts database software"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""RazorSync"", ""Reading Comprehension"", ""Repairing"", ""Route mapping software"", ""Science"", ""Service Orientation"", ""ServiceMax"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing"", ""dESCO ESC""]"
49-9041.00,Industrial Machinery Mechanics,"[""Active Learning"", ""Active Listening"", ""BIT Corp ProMACS PLC"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Extranet Machine Tools Suite"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""KEYENCE PLC Ladder Logic"", ""Learning Strategies"", ""Maintenance management software"", ""Maintenance planning and control software"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programmable logic controller PLC software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9043.00,"Maintenance Workers, Machinery","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computerized maintenance management system software CMMS"", ""Coordination"", ""Critical Thinking"", ""Database software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management information systems MIS"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Scheduling software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Word processing software"", ""Writing""]"
49-9044.00,Millwrights,"[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Coordination"", ""Critical Thinking"", ""Dassault Systemes SolidWorks"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Maintenance management software"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Time tracking software"", ""Troubleshooting"", ""Writing""]"
49-9051.00,Electrical Power-Line Installers and Repairers,"[""Active Learning"", ""Active Listening"", ""Bentley MicroStation"", ""Complex Problem Solving"", ""Computer aided design and drafting CADD software"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Geographic information system GIS systems"", ""Global positioning system GPS software"", ""Installation"", ""Instructing"", ""Inventory management software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Word processing software"", ""Writing"", ""Zoom""]"
49-9052.00,Telecommunications Line Installers and Repairers,"[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""Cisco IOS"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Customer relationship management CRM software"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mapcom systems M4"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Ping tools"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Slack"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Voice over internet protocol VoIP system software"", ""Web browser software"", ""Workforce management system software"", ""Writing""]"
49-9061.00,Camera and Photographic Equipment Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""RepairTRAX"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Statistical process control SPC software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-9062.00,Medical Equipment Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computerized maintenance management system CMMS"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""FaceTime"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Medical equipment diagnostic software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Salesforce software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9063.00,Musical Instrument Repairers and Tuners,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Katsura Shareware KS Strobe Tuner"", ""Katsura Shareware ProLevel"", ""Katsura Shareware SoundFrames"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Mensurix Audio"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Reyburn CyberTuner"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""TonalEnergy Tuner & Metronome"", ""Troubleshooting"", ""Tunable Instrument Tuner"", ""TuneLab"", ""Tunic OnlyPure"", ""Veritune Verituner"", ""Writing""]"
49-9064.00,Watch and Clock Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""GrenSoft WorkTracer"", ""IBM Lotus Notes"", ""Installation"", ""Instructing"", ""Intuit QuickBooks"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Sage Software Sage50"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Upland Consulting Group Repair Traq"", ""WatchWare Repair Shop"", ""Word processing software"", ""Writing""]"
